,Type, Floor, Area, Structure, Inarea, Architectural_type, Orientation, Building_structure, Situation, Ratio, Elevator, Years, Price, PerPrice, Region, No
149,3室2厅1厨1卫,高楼层 (共8层),119.55㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,145万,12129元/平米,城关区 二热 ,
150,3室2厅1厨1卫,中楼层 (共8层),97.3㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,158万,16239元/平米,城关区 东方红广场 ,
151,3室2厅1厨1卫,中楼层 (共11层),149㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,有,70年,210万,14094元/平米,城关区 北面滩 ,
152,2室2厅1厨1卫,中楼层 (共8层),93㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,95万,10216元/平米,城关区 大沙坪 ,
153,3室2厅1厨1卫,中楼层 (共8层),88.53㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,无,70年,113万,12765元/平米,城关区 北面滩 ,
154,4室2厅1厨2卫,低楼层 (共18层),148.35㎡,平层,116.67㎡,板楼,南 北,钢混结构,其他,两梯两户,有,70年,148万,9977元/平米,城关区 碧桂园 ,
155,2室2厅1厨1卫,高楼层 (共9层),90.14㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,无,70年,93.5万,10373元/平米,城关区 北面滩 ,
156,2室1厅1厨1卫,高楼层 (共30层),92.34㎡,平层,暂无数据,塔楼,西南,框架结构,精装,两梯八户,有,70年,128万,13862元/平米,城关区 东部 ,
157,2室0厅1厨1卫,中楼层 (共5层),37㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯四户,无,70年,78万,21082元/平米,城关区 五泉广场 ,
158,2室2厅1厨2卫,中楼层 (共33层),105.79㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,70年,150万,14180元/平米,城关区 北面滩 ,
159,3室2厅1厨2卫,低楼层 (共30层),124㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,122万,9839元/平米,城关区 碧桂园 ,
160,3室2厅1厨2卫,高楼层 (共18层),120.6㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,70年,116万,9619元/平米,城关区 碧桂园 ,
161,4室2厅1厨2卫,中楼层 (共25层),181.2㎡,平层,暂无数据,板楼,南 北,框架结构,精装,三梯两户,有,70年,172万,9493元/平米,城关区 碧桂园 ,
162,3室2厅1厨2卫,中楼层 (共33层),127㎡,平层,98.07㎡,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,70年,127.5万,10040元/平米,城关区 碧桂园 ,
163,3室2厅1厨2卫,高楼层 (共18层),127.57㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,70年,139.7万,10951元/平米,城关区 碧桂园 ,
164,5室2厅1厨3卫,中楼层 (共28层),281.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,275万,9756元/平米,城关区 碧桂园 ,
165,4室2厅1厨2卫,中楼层 (共18层),148㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,70年,159万,10744元/平米,城关区 碧桂园 ,
166,3室2厅1厨2卫,高楼层 (共26层),135㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,134.9万,9993元/平米,城关区 碧桂园 ,
167,4室2厅1厨3卫,高楼层 (共25层),180㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,213万,11834元/平米,城关区 碧桂园 ,
168,3室2厅1厨2卫,高楼层 (共26层),120.18㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯五户,无,70年,118万,9819元/平米,城关区 九州 ,
169,3室2厅1厨2卫,高楼层 (共26层),124㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,125万,10081元/平米,城关区 碧桂园 ,
170,4室2厅1厨2卫,中楼层 (共18层),140㎡,平层,112.1㎡,板楼,南 北,框架结构,精装,两梯两户,有,70年,149.5万,10679元/平米,城关区 碧桂园 ,
171,2室2厅1厨1卫,高楼层 (共6层),85.21㎡,平层,74.73㎡,板楼,东 西,砖混结构,精装,一梯两户,无,70年,68万,7981元/平米,城关区 九州 ,
172,2室2厅1厨1卫,中楼层 (共26层),84.97㎡,平层,66.7㎡,板楼,西北,框架结构,精装,一梯四户,无,70年,118万,13888元/平米,城关区 北面滩 ,
173,2室1厅1厨1卫,中楼层 (共8层),61㎡,平层,暂无数据,板楼,东南,框架结构,简装,一梯三户,无,70年,92万,15082元/平米,城关区 火车站 ,
174,3室2厅1厨2卫,中楼层 (共13层),130㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,190万,14616元/平米,城关区 北面滩 ,
175,3室2厅1厨1卫,高楼层 (共8层),140.5㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,198万,14093元/平米,城关区 西关南关 ,
176,3室2厅1厨2卫,低楼层 (共8层),122㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,123万,10082元/平米,城关区 幸福巷 ,
177,2室2厅1厨1卫,中楼层 (共29层),91.38㎡,平层,暂无数据,板楼,东南,框架结构,精装,两梯七户,有,70年,122万,13351元/平米,城关区 北面滩 ,
178,3室2厅1厨2卫,中楼层 (共30层),135㎡,平层,暂无数据,塔楼,南 北,框架结构,精装,一梯三户,无,70年,279万,20667元/平米,城关区 大润发 ,
179,3室2厅1厨1卫,中楼层 (共9层),138㎡,平层,138㎡,板塔结合,南 北,框架结构,精装,一梯两户,暂无数据,70年,190万,13769元/平米,城关区 西关南关 ,
180,3室2厅1厨1卫,中楼层 (共19层),140.22㎡,平层,暂无数据,板楼,东北,钢混结构,精装,一梯七户,有,70年,196.4万,14007元/平米,城关区 西关南关 ,
181,2室2厅1厨2卫,高楼层 (共23层),185㎡,复式,暂无数据,板塔结合,南 北,框架结构,其他,两梯十户,有,70年,260万,14055元/平米,城关区 西关南关 ,
182,3室1厅1厨1卫,高楼层 (共8层),75㎡,平层,暂无数据,板楼,东北,框架结构,其他,一梯五户,无,70年,95万,12667元/平米,城关区 西关南关 ,
183,2室1厅1厨1卫,高楼层 (共26层),76㎡,平层,暂无数据,暂无数据,南,钢混结构,毛坯,两梯八户,有,70年,66万,8685元/平米,城关区 碧桂园 ,
184,1室1厅1厨1卫,低楼层 (共26层),58㎡,平层,暂无数据,暂无数据,南 北,钢混结构,毛坯,两梯八户,有,70年,57万,9828元/平米,城关区 碧桂园 ,
185,2室2厅1厨1卫,高楼层 (共32层),96.51㎡,平层,77.52㎡,板楼,南,钢混结构,简装,两梯四户,有,70年,130万,13471元/平米,安宁区 莫高大道 ,
186,2室1厅1厨1卫,中楼层 (共29层),99.27㎡,平层,73.1㎡,板楼,东,框架结构,精装,一梯六户,有,70年,149万,15010元/平米,城关区 雁滩高新区 ,
187,3室2厅1厨2卫,高楼层 (共26层),133.48㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,125万,9365元/平米,城关区 碧桂园 ,
188,2室2厅1厨1卫,中楼层 (共8层),105㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,无,70年,178万,16953元/平米,城关区 西关南关 ,
189,3室2厅1厨2卫,高楼层 (共26层),148.96㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,150万,10070元/平米,城关区 碧桂园 ,
190,2室2厅1厨2卫,中楼层 (共8层),150.3㎡,平层,暂无数据,暂无数据,东 西,未知结构,精装,一梯两户,暂无数据,70年,158万,10513元/平米,西固区 西固区 ,
191,2室1厅1厨1卫,高楼层 (共12层),85.78㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯三户,有,70年,120万,13990元/平米,西固区 西固区 ,
192,2室2厅1厨1卫,低楼层 (共26层),80.36㎡,平层,59㎡,板楼,南 北,钢混结构,精装,三梯八户,有,70年,79万,9831元/平米,城关区 碧桂园 ,
193,3室2厅1厨1卫,中楼层 (共26层),101.78㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,105万,10317元/平米,城关区 碧桂园 ,
194,3室2厅1厨1卫,中楼层 (共31层),99㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,70年,99万,10000元/平米,城关区 碧桂园 ,
195,2室2厅1厨1卫,中楼层 (共29层),103㎡,平层,暂无数据,板楼,南,框架结构,简装,两梯三户,有,70年,148万,14369元/平米,安宁区 罗马花园 ,
196,1室1厅1厨1卫,低楼层 (共7层),75㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,80万,10667元/平米,西固区 西固区 ,
197,2室1厅1厨1卫,高楼层 (共6层),75.5㎡,平层,暂无数据,板楼,西南,框架结构,简装,一梯四户,无,70年,69万,9140元/平米,城关区 九州 ,
198,2室1厅1厨1卫,中楼层 (共8层),76.96㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,暂无数据,70年,75.8万,9850元/平米,西固区 西固区 ,
199,2室1厅1厨1卫,高楼层 (共6层),67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,暂无数据,70年,60万,8956元/平米,西固区 西固区 ,
200,2室1厅1厨1卫,中楼层 (共8层),81.55㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯五户,无,70年,95万,11650元/平米,西固区 西固区 ,
201,1室1厅1厨1卫,低楼层 (共25层),53㎡,平层,暂无数据,板楼,西,钢混结构,毛坯,两梯八户,有,70年,51万,9623元/平米,城关区 碧桂园 ,
202,2室2厅1厨1卫,低楼层 (共18层),96.04㎡,平层,暂无数据,板楼,东,框架结构,精装,一梯三户,有,70年,105万,10933元/平米,西固区 西固区 ,
203,2室2厅1厨1卫,低楼层 (共7层),71㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,73万,10282元/平米,城关区 九州 ,
204,2室2厅1厨1卫,中楼层 (共18层),86.99㎡,平层,70.44㎡,板楼,东 北,框架结构,简装,两梯十户,有,70年,86万,9887元/平米,城关区 九州 ,
205,3室2厅1厨2卫,中楼层 (共6层),150.25㎡,平层,135.76㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,175万,11648元/平米,城关区 北面滩 ,
206,3室2厅1厨1卫,中楼层 (共22层),121㎡,平层,94.82㎡,板楼,南 北,钢混结构,精装,两梯四户,有,70年,196万,16199元/平米,安宁区 海关 ,
207,2室2厅1厨1卫,低楼层 (共28层),78.8㎡,平层,60.46㎡,板楼,东南,框架结构,简装,两梯五户,有,70年,86万,10914元/平米,城关区 九州 ,
208,3室1厅1厨1卫,中楼层 (共6层),68.38㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯三户,无,70年,74万,10822元/平米,西固区 西固区 ,
209,3室2厅1厨1卫,高楼层 (共34层),104㎡,平层,90㎡,板楼,南 北,钢混结构,精装,两梯五户,有,70年,173万,16635元/平米,安宁区 海关 ,
210,3室2厅1厨1卫,中楼层 (共24层),106.27㎡,平层,77.74㎡,板楼,南,钢混结构,简装,两梯三户,有,70年,103万,9693元/平米,城关区 碧桂园 ,
211,3室2厅1厨2卫,低楼层 (共26层),137.77㎡,平层,暂无数据,板楼,南 北,框架结构,精装,十梯三户,有,70年,144.7万,10504元/平米,城关区 碧桂园 ,
212,3室2厅1厨2卫,高楼层 (共30层),133.69㎡,平层,暂无数据,板楼,西 北,钢混结构,简装,两梯六户,有,70年,162万,12118元/平米,安宁区 安宁庭院 ,
213,2室2厅1厨1卫,低楼层 (共25层),109㎡,平层,暂无数据,板楼,南 北,框架结构,简装,两梯八户,有,70年,129万,11835元/平米,城关区 雁滩高新区 ,
214,2室1厅1厨1卫,高楼层 (共6层),62㎡,平层,暂无数据,塔楼,南,混合结构,简装,一梯三户,无,70年,80万,12904元/平米,城关区 二热 ,
215,2室2厅1厨1卫,高楼层 (共28层),106.54㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,149万,13986元/平米,安宁区 海关 ,
216,2室1厅1厨1卫,中楼层 (共17层),59.4㎡,平层,暂无数据,塔楼,南,框架结构,简装,一梯六户,有,70年,74.5万,12543元/平米,七里河区 金港城 ,
217,2室1厅1厨1卫,低楼层 (共5层),55.65㎡,平层,暂无数据,暂无数据,南 北,砖混结构,简装,一梯两户,无,70年,158万,28392元/平米,城关区 东方红广场 ,
218,2室1厅1厨1卫,高楼层 (共32层),108.72㎡,平层,暂无数据,板楼,南 西,钢混结构,精装,一梯四户,暂无数据,70年,220万,20236元/平米,城关区 兰大盘旋路 ,
219,2室1厅1厨1卫,中楼层 (共10层),79.69㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯三户,无,70年,95万,11922元/平米,城关区 东部 ,
220,2室2厅1厨1卫,低楼层 (共32层),103㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯六户,有,70年,168万,16311元/平米,七里河区 仁恒美林郡 ,
221,2室1厅1厨1卫,高楼层 (共11层),77.34㎡,平层,66.3㎡,板塔结合,南,框架结构,精装,一梯三户,有,70年,79.5万,10280元/平米,城关区 雁滩高新区 ,
222,2室1厅1厨1卫,高楼层 (共16层),95.71㎡,平层,暂无数据,塔楼,东 西,钢混结构,简装,两梯八户,有,70年,123万,12852元/平米,安宁区 海关 ,
223,3室2厅1厨1卫,低楼层 (共14层),129.48㎡,平层,111.28㎡,板楼,南 北,框架结构,精装,两梯三户,有,70年,138万,10659元/平米,安宁区 安宁科教城 ,
224,3室2厅1厨2卫,中楼层 (共15层),135.85㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯一户,暂无数据,50年,190万,13987元/平米,七里河区 仁恒美林郡 ,
225,2室2厅1厨1卫,低楼层 (共32层),101.58㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯六户,有,70年,135万,13291元/平米,城关区 雁滩高新区 ,
226,3室2厅1厨2卫,高楼层 (共33层),162.8㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯七户,有,70年,199万,12224元/平米,安宁区 海关 ,
227,3室2厅1厨1卫,高楼层 (共9层),100㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,148万,14800元/平米,城关区 东方红广场 ,
228,4室2厅1厨2卫,高楼层 (共30层),154㎡,平层,暂无数据,板楼,东南,框架结构,简装,两梯八户,有,70年,195万,12663元/平米,城关区 东部 ,
229,2室2厅1厨1卫,中楼层 (共26层),132㎡,平层,暂无数据,塔楼,东 南,钢混结构,简装,两梯七户,有,70年,260万,19697元/平米,城关区 东方红广场 ,
230,3室2厅1厨1卫,低楼层 (共8层),110㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,140万,12728元/平米,城关区 大润发 ,
231,3室2厅1厨2卫,中楼层 (共16层),181.6㎡,平层,147.16㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,235万,12941元/平米,城关区 大润发 ,
232,3室2厅1厨2卫,中楼层 (共8层),121.56㎡,平层,103.47㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,128万,10530元/平米,城关区 黄河北 ,
233,4室2厅1厨2卫,高楼层 (共6层),158㎡,复式,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,165万,10444元/平米,城关区 雁滩高新区 ,
234,4室2厅1厨2卫,高楼层 (共8层),137㎡,复式,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,154万,11241元/平米,七里河区 七里河区 ,
235,4室2厅1厨1卫,低楼层 (共10层),168.76㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,210万,12444元/平米,城关区 北面滩 ,
236,1室0厅1厨1卫,高楼层 (共33层),40.22㎡,平层,31.43㎡,板楼,东,框架结构,简装,一梯六户,无,70年,85万,21134元/平米,城关区 火车站 ,
237,1室1厅1厨1卫,中楼层 (共5层),33.51㎡,平层,33.51㎡,平房,东 南 北,框架结构,简装,两梯四户,有,70年,87.5万,26112元/平米,城关区 东方红广场 ,
238,2室2厅1厨1卫,低楼层 (共26层),94.18㎡,平层,67.34㎡,板楼,南 北,钢混结构,精装,两梯四户,有,70年,135万,14335元/平米,城关区 北面滩 ,
239,2室2厅1厨1卫,高楼层 (共8层),97.44㎡,平层,88.33㎡,板楼,东南,钢混结构,毛坯,一梯三户,无,70年,120万,12316元/平米,七里河区 仁恒美林郡 ,
240,2室2厅1厨1卫,高楼层 (共18层),92.65㎡,平层,73.44㎡,板楼,南 北,框架结构,精装,两梯三户,有,70年,145万,15651元/平米,城关区 北面滩 ,
241,1室0厅1厨1卫,高楼层 (共10层),105.83㎡,平层,暂无数据,板楼,西,框架结构,简装,一梯五户,暂无数据,70年,56万,5292元/平米,城关区 火车站 ,
242,1室1厅1厨1卫,高楼层 (共6层),31㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,无,70年,33万,10646元/平米,西固区 西固区 ,
243,2室1厅1厨1卫,中楼层 (共9层),55㎡,平层,暂无数据,板楼,西北,混合结构,简装,两梯两户,有,70年,53万,9637元/平米,城关区 西关南关 ,
244,2室2厅1厨1卫,高楼层 (共26层),88.57㎡,平层,暂无数据,塔楼,南,框架结构,精装,两梯四户,有,70年,90万,10162元/平米,城关区 碧桂园 ,
245,2室2厅1厨1卫,低楼层 (共26层),92.57㎡,平层,70.22㎡,板楼,南,钢混结构,精装,两梯三户,有,70年,82万,8859元/平米,城关区 碧桂园 ,
246,2室2厅1厨1卫,中楼层 (共8层),73.65㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,88万,11949元/平米,城关区 雁滩高新区 ,
247,2室2厅1厨1卫,低楼层 (共34层),87㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯五户,有,70年,136万,15633元/平米,安宁区 海关 ,
248,2室2厅1厨1卫,高楼层 (共26层),89㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,100万,11236元/平米,城关区 碧桂园 ,
249,2室1厅1厨1卫,中楼层 (共5层),70㎡,平层,50.2㎡,板楼,南 北,砖混结构,简装,一梯四户,无,70年,105万,15000元/平米,城关区 东方红广场 ,
250,2室2厅1厨1卫,低楼层 (共33层),94.33㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯六户,有,70年,122.8万,13019元/平米,安宁区 刘家堡 ,
251,2室2厅1厨1卫,中楼层 (共30层),96㎡,平层,暂无数据,塔楼,南,框架结构,精装,一梯三户,无,70年,183万,19063元/平米,城关区 大润发 ,
252,2室2厅1厨1卫,高楼层 (共32层),97.78㎡,平层,77.9㎡,板楼,东南,框架结构,精装,两梯八户,有,70年,138万,14114元/平米,城关区 北面滩 ,
253,2室2厅1厨1卫,中楼层 (共33层),92.87㎡,平层,暂无数据,板楼,西北,框架结构,简装,一梯六户,无,70年,120万,12922元/平米,城关区 北面滩 ,
254,1室1厅1厨1卫,低楼层 (共34层),51.47㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,70年,87.8万,17059元/平米,安宁区 海关 ,
255,2室2厅1厨1卫,低楼层 (共32层),99.39㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,159万,15998元/平米,城关区 北面滩 ,
256,2室1厅1厨1卫,高楼层 (共7层),51㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,83万,16275元/平米,城关区 五泉广场 ,
257,2室2厅1厨1卫,中楼层 (共7层),105.74㎡,平层,82.09㎡,板楼,南,框架结构,简装,一梯五户,无,70年,136万,12862元/平米,城关区 东部 ,
258,2室2厅1厨1卫,高楼层 (共11层),109.04㎡,平层,97.56㎡,板楼,南 西,框架结构,简装,一梯四户,有,70年,130万,11923元/平米,城关区 雁滩高新区 ,
259,2室1厅1厨1卫,中楼层 (共8层),56.28㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,暂无数据,70年,92.8万,16489元/平米,城关区 兰大盘旋路 ,
260,2室2厅1厨1卫,高楼层 (共9层),93.89㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,90万,9586元/平米,城关区 五泉广场 ,
