,Type,Floor,Area,Structure,Inarea,Architectural_type,Orientation,Building_structure,Situation,Ratio,Elevator,Years,Price,PerPrice,Region,No,No,No
177,2室2厅1厨1卫,中楼层 (共29层),91.38,平层,暂无数据,板楼,东南,框架结构,精装,两梯七户,有,70年,122,13351,城关区,,,
178,3室2厅1厨2卫,中楼层 (共30层),135,平层,暂无数据,塔楼,南 北,框架结构,精装,一梯三户,无,70年,279,20667,城关区,,,
179,3室2厅1厨1卫,中楼层 (共9层),138,平层,138㎡,板塔结合,南 北,框架结构,精装,一梯两户,暂无数据,70年,190,13769,城关区,,,
180,3室2厅1厨1卫,中楼层 (共19层),140.22,平层,暂无数据,板楼,东北,钢混结构,精装,一梯七户,有,70年,196.4,14007,城关区,,,
181,2室2厅1厨2卫,高楼层 (共23层),185,复式,暂无数据,板塔结合,南 北,框架结构,其他,两梯十户,有,70年,260,14055,城关区,,,
182,3室1厅1厨1卫,高楼层 (共8层),75,平层,暂无数据,板楼,东北,框架结构,其他,一梯五户,无,70年,95,12667,城关区,,,
183,2室2厅1厨1卫,中楼层 (共8层),80,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,无,70年,95,11875,城关区,,,
184,2室1厅1厨1卫,高楼层 (共26层),76,平层,暂无数据,暂无数据,南,钢混结构,毛坯,两梯八户,有,70年,66,8685,城关区,,,
185,1室1厅1厨1卫,低楼层 (共26层),58,平层,暂无数据,暂无数据,南 北,钢混结构,毛坯,两梯八户,有,70年,57,9828,城关区,,,
186,2室2厅1厨1卫,高楼层 (共32层),96.51,平层,77.52㎡,板楼,南,钢混结构,简装,两梯四户,有,70年,130,13471,安宁区,,,
187,2室1厅1厨1卫,中楼层 (共29层),99.27,平层,73.1㎡,板楼,东,框架结构,精装,一梯六户,有,70年,149,15010,城关区,,,
188,3室2厅1厨2卫,高楼层 (共26层),133.48,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,125,9365,城关区,,,
189,2室2厅1厨1卫,中楼层 (共8层),105,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,无,70年,178,16953,城关区,,,
190,3室2厅1厨2卫,高楼层 (共26层),148.96,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,150,10070,城关区,,,
191,2室2厅1厨2卫,中楼层 (共8层),150.3,平层,暂无数据,暂无数据,东 西,未知结构,精装,一梯两户,暂无数据,70年,158,10513,西固区,,,
192,2室1厅1厨1卫,高楼层 (共12层),85.78,平层,暂无数据,板楼,东,框架结构,简装,一梯三户,有,70年,120,13990,西固区,,,
193,2室2厅1厨1卫,低楼层 (共26层),80.36,平层,59㎡,板楼,南 北,钢混结构,精装,三梯八户,有,70年,79,9831,城关区,,,
194,3室2厅1厨1卫,中楼层 (共26层),101.78,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,105,10317,城关区,,,
195,3室2厅1厨1卫,中楼层 (共31层),99,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,70年,99,10000,城关区,,,
196,2室2厅1厨1卫,中楼层 (共29层),103,平层,暂无数据,板楼,南,框架结构,简装,两梯三户,有,70年,148,14369,安宁区,,,
197,1室1厅1厨1卫,低楼层 (共7层),75,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,80,10667,西固区,,,
198,2室1厅1厨1卫,高楼层 (共6层),75.5,平层,暂无数据,板楼,西南,框架结构,简装,一梯四户,无,70年,69,9140,城关区,,,
199,2室1厅1厨1卫,中楼层 (共8层),76.96,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,暂无数据,70年,75.8,9850,西固区,,,
200,2室1厅1厨1卫,高楼层 (共6层),67,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,暂无数据,70年,60,8956,西固区,,,
201,2室1厅1厨1卫,中楼层 (共8层),81.55,平层,暂无数据,板楼,南,框架结构,精装,一梯五户,无,70年,95,11650,西固区,,,
202,1室1厅1厨1卫,低楼层 (共25层),53,平层,暂无数据,板楼,西,钢混结构,毛坯,两梯八户,有,70年,51,9623,城关区,,,
203,2室2厅1厨1卫,低楼层 (共18层),96.04,平层,暂无数据,板楼,东,框架结构,精装,一梯三户,有,70年,105,10933,西固区,,,
204,2室2厅1厨1卫,低楼层 (共7层),71,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,73,10282,城关区,,,
205,2室2厅1厨1卫,中楼层 (共18层),86.99,平层,70.44㎡,板楼,东 北,框架结构,简装,两梯十户,有,70年,86,9887,城关区,,,
206,3室2厅1厨2卫,中楼层 (共6层),150.25,平层,135.76㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,175,11648,城关区,,,
207,3室2厅1厨1卫,中楼层 (共22层),121,平层,94.82㎡,板楼,南 北,钢混结构,精装,两梯四户,有,70年,196,16199,安宁区,,,
208,2室2厅1厨1卫,低楼层 (共28层),78.8,平层,60.46㎡,板楼,东南,框架结构,简装,两梯五户,有,70年,86,10914,城关区,,,
209,3室1厅1厨1卫,中楼层 (共6层),68.38,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯三户,无,70年,74,10822,西固区,,,
210,3室2厅1厨1卫,高楼层 (共34层),104,平层,90㎡,板楼,南 北,钢混结构,精装,两梯五户,有,70年,173,16635,安宁区,,,
211,3室2厅1厨1卫,中楼层 (共24层),106.27,平层,77.74㎡,板楼,南,钢混结构,简装,两梯三户,有,70年,103,9693,城关区,,,
212,3室2厅1厨2卫,低楼层 (共26层),137.77,平层,暂无数据,板楼,南 北,框架结构,精装,十梯三户,有,70年,144.7,10504,城关区,,,
213,3室2厅1厨2卫,高楼层 (共30层),133.69,平层,暂无数据,板楼,西 北,钢混结构,简装,两梯六户,有,70年,162,12118,安宁区,,,
214,2室2厅1厨1卫,低楼层 (共25层),109,平层,暂无数据,板楼,南 北,框架结构,简装,两梯八户,有,70年,129,11835,城关区,,,
215,2室1厅1厨1卫,高楼层 (共6层),62,平层,暂无数据,塔楼,南,混合结构,简装,一梯三户,无,70年,80,12904,城关区,,,
216,2室2厅1厨1卫,高楼层 (共28层),106.54,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,149,13986,安宁区,,,
217,2室1厅1厨1卫,中楼层 (共17层),59.4,平层,暂无数据,塔楼,南,框架结构,简装,一梯六户,有,70年,74.5,12543,七里河区,,,
218,2室1厅1厨1卫,低楼层 (共5层),55.65,平层,暂无数据,暂无数据,南 北,砖混结构,简装,一梯两户,无,70年,158,28392,城关区,,,
219,2室1厅1厨1卫,高楼层 (共32层),108.72,平层,暂无数据,板楼,南 西,钢混结构,精装,一梯四户,暂无数据,70年,220,20236,城关区,,,
220,2室1厅1厨1卫,中楼层 (共10层),79.69,平层,暂无数据,板楼,南,框架结构,精装,一梯三户,无,70年,95,11922,城关区,,,
221,2室2厅1厨1卫,低楼层 (共32层),103,平层,暂无数据,板楼,东南,钢混结构,精装,两梯六户,有,70年,168,16311,七里河区,,,
222,2室1厅1厨1卫,高楼层 (共11层),77.34,平层,66.3㎡,板塔结合,南,框架结构,精装,一梯三户,有,70年,79.5,10280,城关区,,,
223,2室1厅1厨1卫,高楼层 (共16层),95.71,平层,暂无数据,塔楼,东 西,钢混结构,简装,两梯八户,有,70年,123,12852,安宁区,,,
224,3室2厅1厨1卫,低楼层 (共14层),129.48,平层,111.28㎡,板楼,南 北,框架结构,精装,两梯三户,有,70年,138,10659,安宁区,,,
225,3室2厅1厨2卫,中楼层 (共15层),135.85,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯一户,暂无数据,50年,190,13987,七里河区,,,
226,2室2厅1厨1卫,低楼层 (共32层),101.58,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯六户,有,70年,135,13291,城关区,,,
227,3室2厅1厨2卫,高楼层 (共33层),162.8,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯七户,有,70年,199,12224,安宁区,,,
228,3室2厅1厨1卫,高楼层 (共9层),100,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,148,14800,城关区,,,
229,4室2厅1厨2卫,高楼层 (共30层),154,平层,暂无数据,板楼,东南,框架结构,简装,两梯八户,有,70年,195,12663,城关区,,,
230,2室2厅1厨1卫,中楼层 (共26层),132,平层,暂无数据,塔楼,东 南,钢混结构,简装,两梯七户,有,70年,260,19697,城关区,,,
231,3室2厅1厨1卫,低楼层 (共8层),110,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,140,12728,城关区,,,
232,3室2厅1厨2卫,中楼层 (共16层),181.6,平层,147.16㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,235,12941,城关区,,,
233,3室2厅1厨2卫,中楼层 (共8层),121.56,平层,103.47㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,128,10530,城关区,,,
234,4室2厅1厨2卫,高楼层 (共6层),158,复式,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,165,10444,城关区,,,
235,4室2厅1厨2卫,高楼层 (共8层),137,复式,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,154,11241,七里河区,,,
236,4室2厅1厨1卫,低楼层 (共10层),168.76,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,210,12444,城关区,,,
237,1室0厅1厨1卫,高楼层 (共33层),40.22,平层,31.43㎡,板楼,东,框架结构,简装,一梯六户,无,70年,85,21134,城关区,,,
238,1室1厅1厨1卫,中楼层 (共5层),33.51,平层,33.51㎡,平房,东 南 北,框架结构,简装,两梯四户,有,70年,87.5,26112,城关区,,,
239,2室2厅1厨1卫,低楼层 (共26层),94.18,平层,67.34㎡,板楼,南 北,钢混结构,精装,两梯四户,有,70年,135,14335,城关区,,,
240,2室2厅1厨1卫,高楼层 (共8层),97.44,平层,88.33㎡,板楼,东南,钢混结构,毛坯,一梯三户,无,70年,120,12316,七里河区,,,
241,2室2厅1厨1卫,高楼层 (共18层),92.65,平层,73.44㎡,板楼,南 北,框架结构,精装,两梯三户,有,70年,145,15651,城关区,,,
242,1室0厅1厨1卫,高楼层 (共10层),105.83,平层,暂无数据,板楼,西,框架结构,简装,一梯五户,暂无数据,70年,56,5292,城关区,,,
243,1室1厅1厨1卫,高楼层 (共6层),31,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,无,70年,33,10646,西固区,,,
244,2室1厅1厨1卫,中楼层 (共9层),55,平层,暂无数据,板楼,西北,混合结构,简装,两梯两户,有,70年,53,9637,城关区,,,
245,2室2厅1厨1卫,高楼层 (共26层),88.57,平层,暂无数据,塔楼,南,框架结构,精装,两梯四户,有,70年,90,10162,城关区,,,
246,2室2厅1厨1卫,低楼层 (共26层),92.57,平层,70.22㎡,板楼,南,钢混结构,精装,两梯三户,有,70年,82,8859,城关区,,,
247,2室2厅1厨1卫,中楼层 (共8层),73.65,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,88,11949,城关区,,,
248,2室2厅1厨1卫,低楼层 (共34层),87,平层,暂无数据,板楼,南,钢混结构,简装,两梯五户,有,70年,136,15633,安宁区,,,
249,2室2厅1厨1卫,高楼层 (共26层),89,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,100,11236,城关区,,,
250,2室1厅1厨1卫,中楼层 (共5层),70,平层,50.2㎡,板楼,南 北,砖混结构,简装,一梯四户,无,70年,105,15000,城关区,,,
251,2室2厅1厨1卫,低楼层 (共33层),94.33,平层,暂无数据,板楼,东南,钢混结构,简装,两梯六户,有,70年,122.8,13019,安宁区,,,
252,2室2厅1厨1卫,中楼层 (共30层),96,平层,暂无数据,塔楼,南,框架结构,精装,一梯三户,无,70年,183,19063,城关区,,,
253,2室2厅1厨1卫,高楼层 (共32层),97.78,平层,77.9㎡,板楼,东南,框架结构,精装,两梯八户,有,70年,138,14114,城关区,,,
254,2室2厅1厨1卫,中楼层 (共33层),92.87,平层,暂无数据,板楼,西北,框架结构,简装,一梯六户,无,70年,120,12922,城关区,,,
255,1室1厅1厨1卫,低楼层 (共34层),51.47,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,70年,87.8,17059,安宁区,,,
256,2室2厅1厨1卫,低楼层 (共32层),99.39,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,159,15998,城关区,,,
257,2室1厅1厨1卫,高楼层 (共7层),51,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,83,16275,城关区,,,
258,2室2厅1厨1卫,中楼层 (共7层),105.74,平层,82.09㎡,板楼,南,框架结构,简装,一梯五户,无,70年,136,12862,城关区,,,
259,2室2厅1厨1卫,高楼层 (共11层),109.04,平层,97.56㎡,板楼,南 西,框架结构,简装,一梯四户,有,70年,130,11923,城关区,,,
260,2室1厅1厨1卫,中楼层 (共8层),56.28,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,暂无数据,70年,92.8,16489,城关区,,,
261,2室2厅1厨1卫,高楼层 (共9层),93.89,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,90,9586,城关区,,,
262,2室1厅1厨1卫,高楼层 (共7层),58.67,平层,暂无数据,板楼,东南,框架结构,简装,一梯六户,无,70年,80,13636,城关区,,,
263,2室2厅1厨1卫,低楼层 (共8层),75.83,平层,暂无数据,板楼,东 西,框架结构,精装,一梯三户,无,70年,89,11737,城关区,,,
264,2室1厅1厨1卫,中楼层 (共24层),92,平层,暂无数据,板楼,南,框架结构,其他,一梯四户,无,70年,130,14131,城关区,,,
265,3室1厅1厨1卫,低楼层 (共27层),85.14,平层,暂无数据,板楼,北 南,框架结构,简装,两梯四户,有,70年,86,10102,城关区,,,
266,2室2厅1厨1卫,高楼层 (共6层),81.58,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,76,9317,城关区,,,
267,3室2厅1厨1卫,高楼层 (共7层),105,平层,暂无数据,板塔结合,东 西,砖混结构,简装,一梯两户,无,70年,84,8000,城关区,,,
268,2室1厅1厨1卫,中楼层 (共6层),84,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,85,10120,城关区,,,
269,2室2厅1厨1卫,高楼层 (共9层),108.9,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,118,10836,西固区,,,
270,3室2厅1厨1卫,中楼层 (共14层),110,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,有,70年,115,10455,西固区,,,
271,2室2厅1厨1卫,高楼层 (共9层),82.88,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,80,9653,城关区,,,
272,3室2厅1厨2卫,高楼层 (共26层),135.38,平层,103.11㎡,板楼,南 北,钢混结构,精装,两梯三户,有,70年,142,10488,城关区,,,
273,3室2厅1厨1卫,低楼层 (共4层),105,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,95,9048,城关区,,,
274,2室2厅1厨1卫,低楼层 (共8层),68,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,无,70年,67,9853,城关区,,,
275,2室2厅1厨2卫,中楼层 (共9层),120.88,平层,暂无数据,板楼,西,框架结构,简装,一梯三户,无,70年,133.8,11069,安宁区,,,
276,3室2厅1厨2卫,低楼层 (共27层),126.15,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯四户,有,70年,119,9434,城关区,,,
277,3室2厅1厨1卫,高楼层 (共27层),97,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,100,10310,城关区,,,
278,3室2厅1厨2卫,高楼层 (共33层),135,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,229,16963,安宁区,,,
279,2室1厅1厨1卫,高楼层 (共8层),75.14,平层,暂无数据,暂无数据,东,未知结构,简装,一梯三户,无,70年,75,9982,西固区,,,
280,3室2厅1厨2卫,中楼层 (共31层),142,平层,暂无数据,板塔结合,东南 南 北,钢混结构,精装,两梯三户,有,70年,140,9860,城关区,,,
281,2室2厅1厨1卫,低楼层 (共26层),95.6,平层,暂无数据,板楼,南,框架结构,毛坯,一梯五户,无,70年,84,8787,城关区,,,
282,2室1厅1厨1卫,低楼层 (共6层),61.2,平层,暂无数据,暂无数据,南,未知结构,简装,一梯两户,暂无数据,70年,65,10621,西固区,,,
283,3室2厅1厨2卫,低楼层 (共18层),126.59,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,70年,200,15800,城关区,,,
284,3室2厅1厨2卫,高楼层 (共32层),128,平层,暂无数据,板楼,南 北,框架结构,精装,两梯三户,有,70年,198,15469,七里河区,,,
285,2室2厅1厨1卫,低楼层 (共6层),88.4,平层,暂无数据,板塔结合,东 西,砖混结构,精装,一梯两户,无,50年,76.8,8688,城关区,,,
286,4室2厅2厨2卫,中楼层 (共25层),181,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,70年,170,9393,城关区,,,
287,3室2厅1厨1卫,低楼层 (共7层),119.52,平层,106.8㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,117,9790,安宁区,,,
288,3室2厅1厨1卫,中楼层 (共27层),120.59,平层,98.23㎡,塔楼,西北,钢混结构,精装,两梯八户,有,70年,185,15342,城关区,,,
289,3室2厅1厨2卫,高楼层 (共33层),114,平层,暂无数据,板楼,南 北,框架结构,精装,两梯六户,有,70年,185,16229,城关区,,,
290,3室2厅1厨2卫,中楼层 (共30层),156.7,平层,121.36㎡,板塔结合,东 南 北,钢混结构,精装,一梯四户,无,70年,248,15827,城关区,,,
291,2室2厅1厨1卫,高楼层 (共29层),112.74,平层,87.97㎡,板楼,东 南,钢混结构,精装,一梯七户,无,70年,206,18273,城关区,,,
292,2室2厅1厨1卫,高楼层 (共9层),76,平层,暂无数据,板楼,南 西 北,钢结构,简装,一梯两户,无,70年,246,32369,城关区,,,
293,2室2厅1厨1卫,高楼层 (共6层),54.83,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,70年,92,16780,城关区,,,
294,3室2厅1厨1卫,低楼层 (共18层),121,平层,98.22㎡,板楼,南 北,钢混结构,精装,一梯四户,有,70年,195,16116,安宁区,,,
295,2室2厅1厨2卫,中楼层 (共6层),65,平层,46㎡,板塔结合,南 北,砖混结构,精装,一梯三户,无,70年,109,16770,城关区,,,
296,3室2厅1厨2卫,高楼层 (共6层),170.57,复式,150.38㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,200,11726,城关区,,,
297,3室2厅1厨2卫,中楼层 (共6层),125.61,平层,112.23㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,235,18709,城关区,,,
298,2室2厅1厨1卫,中楼层 (共9层),92.11,平层,81.42㎡,板楼,南 北,钢混结构,简装,一梯三户,无,70年,103,11183,城关区,,,
299,2室2厅1厨1卫,中楼层 (共6层),91,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,暂无数据,70年,104.8,11517,安宁区,,,
300,3室1厅1厨1卫,中楼层 (共5层),68,平层,暂无数据,板塔结合,南 北,未知结构,精装,一梯三户,无,70年,192,28236,城关区,,,
301,3室2厅1厨1卫,低楼层 (共8层),82,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,169,20610,城关区,,,
302,3室2厅1厨2卫,中楼层 (共8层),75,平层,暂无数据,板楼,东 西,混合结构,简装,一梯两户,无,70年,118,15734,城关区,,,
303,2室1厅1厨1卫,中楼层 (共18层),85,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十户,有,70年,217,25530,城关区,,,
304,5室2厅1厨5卫,高楼层 (共44层),258,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,590,22869,城关区,,,
305,2室2厅1厨1卫,中楼层 (共8层),103,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,118,11457,城关区,,,
306,2室2厅1厨1卫,中楼层 (共8层),103,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,118,11457,城关区,,,
