房屋户型	所在楼层	建筑面积	户型结构	套内面积	建筑类型	房屋朝向	建筑结构	装修情况	梯户比例	配备电梯	产权年限	房屋总价	每平米售价	房屋地区
3室2厅1厨2卫	高楼层 (共9层)	145㎡	平层	106.22㎡	板塔结合	南 北	框架结构	精装	一梯两户	有	70年	176万	12138元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共6层)	50㎡	平层	暂无数据	板楼	南	砖混结构	简装	一梯三户	无	70年	63万	12600元/平米	城关区 五泉广场 	
2室1厅1厨1卫	高楼层 (共9层)	70㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	80万	11429元/平米	城关区 大润发 	
2室2厅1厨1卫	低楼层 (共20层)	85.7㎡	平层	暂无数据	板楼	南	钢混结构	简装	两梯四户	有	70年	111万	12953元/平米	安宁区 安宁区 	
2室1厅1厨1卫	低楼层 (共30层)	100㎡	平层	暂无数据	板楼	南	框架结构	简装	两梯四户	有	70年	85万	8500元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共34层)	103.5㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯四户	有	70年	143万	13817元/平米	安宁区 罗马花园 	
2室1厅1厨1卫	中楼层 (共5层)	52.9㎡	平层	暂无数据	板楼	东 西	砖混结构	简装	一梯两户	无	70年	57万	10776元/平米	安宁区 安宁高新区 	
2室1厅1厨1卫	高楼层 (共6层)	66㎡	平层	57.99㎡	板楼	南 北	框架结构	简装	一梯两户	无	70年	70万	10607元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	高楼层 (共8层)	90㎡	平层	暂无数据	板楼	东 西	钢混结构	简装	一梯两户	暂无数据	70年	105万	11667元/平米	城关区 火车站 	
2室2厅1厨1卫	低楼层 (共18层)	103㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯三户	有	70年	159万	15437元/平米	安宁区 安宁庭院 	
2室1厅1厨1卫	高楼层 (共9层)	73.05㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯四户	无	70年	82万	11226元/平米	七里河区 七里河区 	
2室1厅1厨1卫	低楼层 (共28层)	94㎡	平层	暂无数据	板楼	东 北	框架结构	简装	两梯八户	有	70年	92万	9788元/平米	七里河区 建工局 	
2室1厅1厨1卫	高楼层 (共7层)	52.45㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯三户	无	70年	61万	11631元/平米	七里河区 金港城 	
2室1厅1厨1卫	高楼层 (共8层)	61.1㎡	平层	暂无数据	暂无数据	南	未知结构	简装	一梯三户	暂无数据	70年	75万	12275元/平米	七里河区 金港城 	
2室1厅1厨1卫	低楼层 (共8层)	73.04㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	85万	11638元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共8层)	89.16㎡	平层	暂无数据	板楼	东南	框架结构	毛坯	一梯两户	无	70年	105万	11777元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共8层)	73.49㎡	平层	暂无数据	暂无数据	南	未知结构	简装	一梯四户	暂无数据	70年	119.8万	16302元/平米	七里河区 建工局 	
2室1厅1厨1卫	中楼层 (共8层)	59.87㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	75万	12528元/平米	七里河区 七里河区 	
2室2厅1厨1卫	中楼层 (共8层)	98.23㎡	平层	86.24㎡	板楼	东 西	框架结构	简装	一梯两户	无	70年	155万	15780元/平米	城关区 东方红广场 	
3室2厅1厨1卫	低楼层 (共33层)	167㎡	平层	暂无数据	塔楼	南 北	钢混结构	简装	一梯三户	无	70年	408万	24432元/平米	城关区 兰大盘旋路 	
2室1厅1厨1卫	低楼层 (共6层)	70㎡	平层	暂无数据	板楼	南	砖混结构	简装	一梯三户	无	70年	72万	10286元/平米	安宁区 费家营十子 	
2室2厅1厨1卫	高楼层 (共8层)	98.9㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	一梯两户	无	70年	128万	12943元/平米	七里河区 仁恒美林郡 	
2室2厅1厨1卫	高楼层 (共28层)	100㎡	平层	暂无数据	暂无数据	南	未知结构	精装	一梯四户	暂无数据	70年	148.5万	14850元/平米	七里河区 秀川 	
2室2厅1厨1卫	低楼层 (共34层)	82㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	108万	13171元/平米	安宁区 莫高大道 	
2室1厅1厨1卫	高楼层 (共9层)	52㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	63万	12116元/平米	七里河区 七里河区 	
2室2厅1厨1卫	中楼层 (共30层)	92㎡	平层	暂无数据	塔楼	东 南	钢混结构	简装	两梯十户	有	70年	132万	14348元/平米	城关区 东部 	
2室1厅1厨1卫	中楼层 (共8层)	63㎡	平层	暂无数据	板楼	东南	框架结构	简装	一梯四户	无	70年	77万	12223元/平米	城关区 东部 	
2室2厅1厨1卫	低楼层 (共11层)	98㎡	平层	暂无数据	平房	南 北	框架结构	简装	一梯三户	无	70年	103万	10511元/平米	城关区 雁滩高新区 	
2室2厅1厨2卫	高楼层 (共8层)	107㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	110万	10281元/平米	城关区 大润发 	
2室1厅1厨1卫	中楼层 (共8层)	102.45㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	暂无数据	70年	125万	12202元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共8层)	76.77㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	92万	11984元/平米	城关区 五泉广场 	
2室2厅1厨1卫	中楼层 (共11层)	118㎡	平层	110㎡	板楼	南 北	框架结构	精装	一梯两户	暂无数据	70年	189万	16017元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共9层)	98㎡	平层	暂无数据	板楼	西 南	框架结构	精装	一梯三户	无	70年	98万	10000元/平米	城关区 大润发 	
2室1厅1厨1卫	中楼层 (共5层)	54㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯四户	无	70年	140万	25926元/平米	城关区 东方红广场 	
2室1厅1厨1卫	低楼层 (共9层)	87㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯三户	暂无数据	70年	88万	10115元/平米	城关区 大沙坪 	
2室2厅1厨1卫	高楼层 (共8层)	92.38㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	89万	9635元/平米	安宁区 西固区 	
1室1厅1厨1卫	高楼层 (共9层)	54㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯四户	无	70年	80万	14815元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共30层)	103.04㎡	平层	暂无数据	塔楼	东南	钢混结构	简装	两梯十户	有	70年	144.8万	14053元/平米	城关区 东部 	
2室1厅1厨1卫	中楼层 (共6层)	58.69㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯三户	无	70年	65万	11076元/平米	城关区 二热 	
2室1厅1厨1卫	低楼层 (共8层)	70.5㎡	平层	暂无数据	暂无数据	东 西	未知结构	简装	一梯三户	无	70年	68.8万	9759元/平米	城关区 二热 	
2室2厅1厨1卫	中楼层 (共32层)	94㎡	平层	暂无数据	板楼	南 北	框架结构	其他	两梯五户	有	70年	100万	10639元/平米	七里河区 金港城 	
2室2厅1厨1卫	低楼层 (共30层)	92㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	152万	16522元/平米	七里河区 仁恒美林郡 	
2室0厅1厨1卫	中楼层 (共5层)	55㎡	平层	暂无数据	板楼	北 南	砖混结构	简装	一梯三户	无	70年	105万	19091元/平米	城关区 火车站 	
1室1厅1厨1卫	低楼层 (共33层)	51.55㎡	平层	暂无数据	板塔结合	南	钢混结构	其他	两梯十户	有	70年	70万	13580元/平米	七里河区 仁恒美林郡 	
3室2厅1厨1卫	高楼层 (共8层)	109.78㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	115万	10476元/平米	城关区 北面滩 	
2室1厅1厨1卫	低楼层 (共8层)	47㎡	平层	暂无数据	板楼	东 西	框架结构	精装	一梯两户	无	70年	85万	18086元/平米	城关区 火车站 	
2室1厅1厨1卫	中楼层 (共8层)	47㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	82万	17447元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共33层)	91㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	143万	15715元/平米	安宁区 罗马花园 	
2室1厅1厨1卫	低楼层 (共6层)	65㎡	平层	暂无数据	板楼	东 西	砖混结构	简装	一梯两户	暂无数据	70年	78万	12000元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共12层)	82.85㎡	平层	暂无数据	板塔结合	南 北	框架结构	简装	一梯三户	有	70年	126万	15209元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共18层)	94㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯四户	有	70年	155万	16490元/平米	安宁区 海关 	
2室2厅1厨1卫	中楼层 (共18层)	96㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯两户	有	70年	82万	8542元/平米	七里河区 龚家湾 	
2室1厅1厨1卫	低楼层 (共6层)	53㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯四户	无	70年	71万	13397元/平米	城关区 二热 	
2室1厅1厨1卫	高楼层 (共9层)	73.75㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯四户	无	70年	79万	10712元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	高楼层 (共17层)	98.4㎡	平层	暂无数据	板楼	南	钢混结构	简装	一梯三户	有	70年	188万	19106元/平米	城关区 五泉广场 	
3室2厅1厨1卫	中楼层 (共34层)	101㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	两梯六户	有	70年	175万	17327元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共32层)	93.32㎡	平层	暂无数据	板楼	南	框架结构	毛坯	两梯五户	有	70年	118.5万	12699元/平米	城关区 雁滩高新区 	
1室1厅1厨1卫	中楼层 (共5层)	45.81㎡	平层	暂无数据	板楼	南	钢混结构	精装	一梯六户	无	70年	38万	8296元/平米	城关区 西关南关 	
2室1厅1厨1卫	低楼层 (共14层)	77.2㎡	平层	暂无数据	板楼	东南	钢混结构	简装	两梯四户	有	70年	94万	12177元/平米	七里河区 仁恒美林郡 	
2室0厅1厨1卫	低楼层 (共6层)	49.6㎡	平层	暂无数据	板塔结合	南 北	框架结构	简装	一梯三户	无	70年	56万	11291元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共33层)	130.95㎡	平层	暂无数据	板塔结合	西	框架结构	毛坯	四梯十四户	有	70年	249万	19015元/平米	城关区 西关南关 	
1室1厅1厨1卫	中楼层 (共33层)	59.8㎡	平层	暂无数据	板塔结合	北	框架结构	毛坯	四梯十四户	有	70年	113万	18897元/平米	城关区 西关南关 	
1室1厅1厨1卫	中楼层 (共33层)	130.95㎡	平层	暂无数据	板塔结合	东 北	框架结构	毛坯	四梯十四户	有	70年	249万	19015元/平米	城关区 西关南关 	
1室1厅1厨1卫	中楼层 (共33层)	59.8㎡	平层	暂无数据	板塔结合	东	框架结构	毛坯	四梯十四户	有	70年	117万	19566元/平米	城关区 西关南关 	
1室1厅0厨0卫	中楼层 (共33层)	59.8㎡	平层	暂无数据	板塔结合	东	框架结构	毛坯	四梯十四户	有	70年	119万	19900元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共25层)	108.9㎡	平层	暂无数据	板楼	西北	框架结构	简装	两梯八户	有	70年	126.5万	11617元/平米	城关区 雁滩高新区 	
3室1厅1厨1卫	低楼层 (共24层)	108㎡	平层	暂无数据	板塔结合	北	钢混结构	简装	两梯五户	有	70年	155万	14352元/平米	城关区 火车站 	
2室2厅1厨1卫	低楼层 (共11层)	111㎡	平层	暂无数据	板楼	南 北	框架结构	精装	两梯两户	有	70年	148万	13334元/平米	城关区 北面滩 	
1室1厅1厨1卫	中楼层 (共8层)	59.04㎡	平层	暂无数据	平房	南	框架结构	简装	一梯四户	无	70年	67万	11349元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共8层)	93㎡	平层	暂无数据	板楼	南	钢混结构	毛坯	一梯两户	无	70年	85万	9140元/平米	安宁区 安宁高新区 	
2室2厅1厨1卫	低楼层 (共8层)	107㎡	平层	暂无数据	板楼	东 西	框架结构	精装	一梯两户	无	70年	108万	10094元/平米	城关区 雁滩高新区 	
2室2厅1厨2卫	低楼层 (共19层)	125㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	230万	18400元/平米	城关区 兰大盘旋路 	
3室1厅1厨1卫	低楼层 (共6层)	89㎡	平层	暂无数据	板楼	东 西	钢混结构	简装	一梯三户	无	70年	160万	17978元/平米	城关区 西关南关 	
3室2厅2厨2卫	中楼层 (共26层)	164.3㎡	平层	暂无数据	板楼	南 北	框架结构	简装	两梯两户	有	70年	214万	13025元/平米	城关区 二热 	
2室2厅1厨1卫	低楼层 (共6层)	98.6㎡	平层	暂无数据	板楼	南 北	混合结构	简装	一梯两户	无	70年	135万	13692元/平米	城关区 西关南关 	
4室2厅1厨2卫	低楼层 (共18层)	148.35㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	126万	8494元/平米	城关区 碧桂园 	
2室0厅1厨1卫	低楼层 (共10层)	50㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	一梯七户	无	70年	45万	9000元/平米	城关区 五泉广场 	
2室1厅1厨1卫	高楼层 (共8层)	88.42㎡	平层	暂无数据	板楼	东 南	框架结构	简装	一梯三户	无	70年	98万	11084元/平米	七里河区 建工局 	
2室1厅1厨1卫	中楼层 (共8层)	78㎡	平层	暂无数据	板塔结合	南	框架结构	简装	一梯三户	无	70年	68万	8718元/平米	七里河区 龚家湾 	
2室2厅1厨1卫	高楼层 (共6层)	80㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	87万	10875元/平米	安宁区 安宁科教城 	
2室2厅1厨1卫	高楼层 (共8层)	87.5㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	99万	11315元/平米	安宁区 费家营十子 	
2室1厅1厨1卫	中楼层 (共8层)	65㎡	暂无数据	暂无数据	暂无数据	南 北	未知结构	简装	一梯三户	无	70年	70万	10770元/平米	城关区 二热 	
2室1厅1厨1卫	中楼层 (共17层)	90.42㎡	平层	暂无数据	板楼	南 北	钢结构	精装	一梯三户	有	70年	95万	10507元/平米	七里河区 龚家湾 	
2室1厅1厨1卫	中楼层 (共5层)	46㎡	平层	暂无数据	暂无数据	南	未知结构	精装	一梯三户	无	70年	48万	10435元/平米	七里河区 龚家湾 	
2室2厅1厨1卫	低楼层 (共18层)	120.8㎡	平层	暂无数据	板楼	南	钢混结构	精装	一梯三户	无	70年	132万	10928元/平米	安宁区 幸福巷 	
2室2厅1厨1卫	高楼层 (共33层)	97.83㎡	平层	暂无数据	板塔结合	南 北	钢混结构	精装	两梯四户	有	70年	156万	15947元/平米	城关区 北面滩 	
3室2厅1厨1卫	中楼层 (共9层)	105㎡	平层	暂无数据	板塔结合	南 北	框架结构	精装	一梯两户	暂无数据	70年	190万	18096元/平米	城关区 西关南关 	
2室2厅1厨1卫	低楼层 (共8层)	94㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯三户	无	70年	125万	13298元/平米	城关区 大润发 	
2室2厅1厨1卫	中楼层 (共6层)	96.58㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	113.8万	11783元/平米	安宁区 海关 	
2室1厅1厨1卫	中楼层 (共7层)	53.35㎡	平层	暂无数据	板楼	南 北	混合结构	精装	一梯三户	无	70年	78万	14621元/平米	城关区 西关南关 	
2室2厅1厨2卫	高楼层 (共23层)	185㎡	复式	暂无数据	板塔结合	南 北	框架结构	其他	两梯十户	有	70年	260万	14055元/平米	城关区 西关南关 	
3室1厅1厨1卫	高楼层 (共8层)	75㎡	平层	暂无数据	板楼	东北	框架结构	其他	一梯五户	无	70年	95万	12667元/平米	城关区 西关南关 	
1室1厅1厨1卫	中楼层 (共24层)	47.4㎡	平层	暂无数据	板塔结合	南 西	钢结构	简装	一梯六户	有	70年	83万	17511元/平米	城关区 西关南关 	
2室2厅1厨1卫	低楼层 (共26层)	105㎡	平层	暂无数据	板楼	南 北	框架结构	简装	两梯四户	有	70年	98万	9334元/平米	城关区 九州 	
3室1厅1厨1卫	中楼层 (共6层)	110.8㎡	平层	暂无数据	板楼	西北	混合结构	简装	一梯两户	无	70年	106万	9567元/平米	安宁区 安宁区 	
3室2厅1厨1卫	中楼层 (共34层)	120㎡	平层	暂无数据	塔楼	东 西	框架结构	精装	两梯十户	有	70年	117万	9750元/平米	城关区 黄河北 	
3室2厅1厨2卫	中楼层 (共30层)	141.22㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	148万	10481元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共6层)	77.98㎡	平层	暂无数据	板楼	东 西	混合结构	简装	一梯三户	无	70年	65万	8336元/平米	城关区 九州 	
2室2厅1厨1卫	高楼层 (共18层)	114㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯七户	无	70年	132万	11579元/平米	城关区 黄河北 	
3室1厅1厨1卫	低楼层 (共7层)	76㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯两户	无	70年	78.5万	10329元/平米	西固区 西固区 	
2室2厅1厨1卫	中楼层 (共26层)	88㎡	平层	暂无数据	板楼	南 东	钢混结构	精装	两梯四户	有	70年	95万	10796元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共26层)	89㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	95万	10675元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共18层)	41㎡	平层	暂无数据	暂无数据	南	未知结构	精装	两梯八户	有	70年	82万	20000元/平米	西固区 西固区 	
3室2厅1厨2卫	高楼层 (共31层)	143㎡	平层	暂无数据	板塔结合	南 北	钢混结构	精装	两梯三户	有	70年	134万	9371元/平米	城关区 碧桂园 	
3室2厅1厨1卫	中楼层 (共26层)	113㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	126万	11151元/平米	城关区 碧桂园 	
1室1厅1厨1卫	中楼层 (共26层)	66.52㎡	平层	暂无数据	板楼	南	钢混结构	精装	三梯八户	有	70年	73万	10975元/平米	城关区 碧桂园 	
